longitude,latitude,value_avg,depth_category,depth_mid,country_name,region,year,decade,variable
26.96083,-30.40528,7.1,Mid,27.0,South Africa,Southern Africa,1991.0,1990s,orgc
31.00667,-27.74167,3.0,Deep,70.0,South Africa,Southern Africa,1977.0,1970s,orgc
28.45417,-30.9275,14.7,Deep,51.5,South Africa,Southern Africa,1999.0,1990s,orgc
26.16,-26.51,2.0,Surface,10.0,South Africa,Southern Africa,1977.0,1970s,orgc
25.236111,-25.255556,2.0,Surface,10.0,Botswana,Southern Africa,1985.0,1980s,orgc
23.263889,-24.383333,1.0,Mid,47.5,Botswana,Southern Africa,1988.0,1980s,orgc
17.60889,-29.87667,4.0,Mid,30.0,South Africa,Southern Africa,1977.0,1970s,orgc
31.668,-26.993,8.9,Mid,42.5,Swaziland,Southern Africa,1992.0,1990s,orgc
28.41083,-30.40306,18.0,Surface,20.0,South Africa,Southern Africa,1999.0,1990s,orgc
29.13,-24.71667,1.0,Deep,71.0,South Africa,Southern Africa,1983.0,1980s,orgc
31.2666,-26.6166,19.6,Surface,15.0,Swaziland,Southern Africa,1996.0,1990s,orgc
31.39,-28.655,28.0,Deep,115.0,South Africa,Southern Africa,1981.0,1980s,orgc
30.595,-27.58333,5.0,Deep,87.5,South Africa,Southern Africa,1977.0,1970s,orgc
30.595,-27.58333,5.0,Deep,87.5,South Africa,Southern Africa,1977.0,1970s,orgc
30.12167,-25.64472,13.0,Surface,12.5,South Africa,Southern Africa,1972.0,1970s,orgc
31.1861,-29.4194,7.4,Surface,7.5,South Africa,Southern Africa,1975.0,1970s,orgc
29.04222,-25.51805,5.6,Surface,10.0,South Africa,Southern Africa,1972.0,1970s,orgc
26.79,-26.7,4.0,Surface,17.5,South Africa,Southern Africa,1977.0,1970s,orgc
26.82,-28.17333,3.0,Deep,65.0,South Africa,Southern Africa,1973.0,1970s,orgc
16.633333,-23.225,2.6,Mid,22.5,Namibia,Southern Africa,1973.0,1970s,orgc
28.6275,-22.118611,10.0,Surface,10.0,Botswana,Southern Africa,1989.0,1980s,orgc
27.68667,-24.40333,12.0,Surface,12.5,South Africa,Southern Africa,1984.0,1980s,orgc
21.10333,-30.0,2.8,Surface,7.5,South Africa,Southern Africa,1980.0,1980s,orgc
26.35,-23.066667,0.7,Deep,166.0,Botswana,Southern Africa,1970.0,1970s,orgc
25.49667,-34.01278,3.0,Deep,57.5,South Africa,Southern Africa,1972.0,1970s,orgc
29.93167,-27.55667,3.0,Mid,47.5,South Africa,Southern Africa,1978.0,1970s,orgc
21.52555,-32.05139,2.0,Mid,22.5,South Africa,Southern Africa,1981.0,1980s,orgc
27.00333,-26.39333,8.0,Surface,15.0,South Africa,Southern Africa,1977.0,1970s,orgc
28.36,-25.95333,5.0,Deep,57.0,South Africa,Southern Africa,1976.0,1970s,orgc
29.02944,-31.69194,10.9,Deep,55.0,South Africa,Southern Africa,1998.0,1990s,orgc
31.3666,-26.3666,28.9,Surface,10.0,Swaziland,Southern Africa,1996.0,1990s,orgc
26.5575,-23.124722,4.0,Deep,100.0,Botswana,Southern Africa,1988.0,1980s,orgc
29.21445,-30.1375,17.9,Mid,22.5,South Africa,Southern Africa,1989.0,1980s,orgc
27.75,-29.15,13.4,Mid,38.5,Lesotho,Southern Africa,1982.0,1980s,orgc
32.933333,-24.606667,2.4,Deep,62.5,Mozambique,Eastern Africa,1983.0,1980s,orgc
30.54167,-27.07,1.0,Deep,74.0,South Africa,Southern Africa,1972.0,1970s,orgc
27.759722,-22.795833,2.0,Mid,40.0,Botswana,Southern Africa,1982.0,1980s,orgc
28.52833,-30.22222,12.6,Surface,20.0,South Africa,Southern Africa,1999.0,1990s,orgc
30.273333,-29.518333,1.6,Deep,97.5,South Africa,Southern Africa,1975.0,1970s,orgc
30.273333,-29.518333,29.1,Surface,10.0,South Africa,Southern Africa,1975.0,1970s,orgc
30.658333,-29.45,17.6,Deep,90.0,South Africa,Southern Africa,1975.0,1970s,orgc
27.991667,-22.922222,3.0,Mid,31.5,Botswana,Southern Africa,1980.0,1980s,orgc
26.4,-23.066667,9.9,Mid,26.0,Botswana,Southern Africa,1970.0,1970s,orgc
22.19944,-30.7175,4.2,Surface,9.5,South Africa,Southern Africa,1991.0,1990s,orgc
27.24667,-29.52667,3.0,Mid,26.0,South Africa,Southern Africa,1973.0,1970s,orgc
26.9,-26.2,7.0,Surface,10.0,South Africa,Southern Africa,1977.0,1970s,orgc
27.15528,-30.36722,5.0,Deep,67.5,South Africa,Southern Africa,1973.0,1970s,orgc
26.75556,-31.36639,2.8,Deep,52.5,South Africa,Southern Africa,1989.0,1980s,orgc
27.116111,-23.254444,4.0,Surface,15.0,Botswana,Southern Africa,1982.0,1980s,orgc
25.838056,-24.818611,3.0,Deep,70.0,Botswana,Southern Africa,1985.0,1980s,orgc
30.595,-27.58333,1.0,Deep,115.0,South Africa,Southern Africa,1977.0,1970s,orgc
26.155556,-24.669444,3.0,Surface,7.5,Botswana,Southern Africa,1985.0,1980s,orgc
30.483333,-27.295,4.0,Deep,97.5,South Africa,Southern Africa,1977.0,1970s,orgc
28.77917,-30.85056,4.7,Surface,17.5,South Africa,Southern Africa,2000.0,2000s,orgc
25.748611,-24.802778,1.0,Deep,107.5,Botswana,Southern Africa,1985.0,1980s,orgc
23.29361,-30.57722,2.7,Surface,8.5,South Africa,Southern Africa,1991.0,1990s,orgc
30.36333,-28.35833,3.0,Deep,90.0,South Africa,Southern Africa,1983.0,1980s,orgc
24.03667,-34.00806,15.0,Surface,15.0,South Africa,Southern Africa,1983.0,1980s,orgc
29.35333,-24.1,9.0,Mid,50.0,South Africa,Southern Africa,1983.0,1980s,orgc
26.09778,-30.14528,4.0,Deep,92.5,South Africa,Southern Africa,1973.0,1970s,orgc
30.616667,-29.8,1.6,Deep,120.0,South Africa,Southern Africa,1975.0,1970s,orgc
29.06389,-30.63944,3.6,Mid,22.5,South Africa,Southern Africa,1998.0,1990s,orgc
24.966667,-22.333333,3.0,Deep,70.0,Botswana,Southern Africa,1989.0,1980s,orgc
28.45417,-30.9275,17.0,Mid,20.5,South Africa,Southern Africa,1999.0,1990s,orgc
16.5656,-23.4939,7.0,Surface,6.0,Namibia,Southern Africa,2000.0,2000s,orgc
30.383333,-29.666667,3.8,Deep,75.0,South Africa,Southern Africa,1975.0,1970s,orgc
24.08722,-30.1875,3.0,Surface,5.5,South Africa,Southern Africa,1982.0,1980s,orgc
29.645,-23.365,4.4,Deep,82.5,South Africa,Southern Africa,1986.0,1980s,orgc
30.885,-25.51556,13.0,Surface,16.0,South Africa,Southern Africa,1973.0,1970s,orgc
28.4,-25.01,6.0,Deep,62.5,South Africa,Southern Africa,1976.0,1970s,orgc
31.95667,-27.58167,17.0,Surface,7.5,South Africa,Southern Africa,1972.0,1970s,orgc
16.6177,-24.6316,3.0,Surface,18.0,Namibia,Southern Africa,2000.0,2000s,orgc
31.603,-26.457,3.6,Deep,97.5,Swaziland,Southern Africa,1993.0,1990s,orgc
28.86333,-30.6675,6.7,Surface,10.0,South Africa,Southern Africa,1999.0,1990s,orgc
27.29667,-28.12333,7.0,Surface,5.5,South Africa,Southern Africa,1976.0,1970s,orgc
28.29028,-25.27806,1.0,Deep,90.0,South Africa,Southern Africa,1976.0,1970s,orgc
28.87583,-31.37417,2.9,Deep,55.0,South Africa,Southern Africa,2000.0,2000s,orgc
28.73889,-30.27083,6.0,Surface,15.0,South Africa,Southern Africa,1999.0,1990s,orgc
27.29667,-24.36667,4.0,Deep,54.0,South Africa,Southern Africa,1985.0,1980s,orgc
24.82778,-33.775,4.0,Mid,35.0,South Africa,Southern Africa,1984.0,1980s,orgc
29.89833,-27.57667,7.0,Mid,45.0,South Africa,Southern Africa,1978.0,1970s,orgc
32.403,-26.244,1.5,Deep,107.5,Mozambique,Eastern Africa,1961.0,1960s,orgc
26.477778,-23.741667,1.4,Deep,77.5,Botswana,Southern Africa,1986.0,1980s,orgc
27.08889,-30.17111,7.6,Surface,10.0,South Africa,Southern Africa,1990.0,1990s,orgc
29.47222,-24.82222,1.2,Deep,103.0,South Africa,Southern Africa,1994.0,1990s,orgc
26.35,-29.31,3.0,Deep,57.5,South Africa,Southern Africa,1973.0,1970s,orgc
32.275,-26.71389,17.0,Surface,10.0,Mozambique,Eastern Africa,1963.0,1960s,orgc
24.85,-27.02667,4.0,Mid,26.0,South Africa,Southern Africa,1978.0,1970s,orgc
30.483333,-27.295,17.0,Mid,50.0,South Africa,Southern Africa,1977.0,1970s,orgc
17.0910415649414,-23.3189716339111,5.6,Mid,47.5,Namibia,Southern Africa,1973.0,1970s,orgc
29.06389,-30.63944,3.6,Mid,22.5,South Africa,Southern Africa,1998.0,1990s,orgc
29.36306,-31.54861,14.3,Mid,50.0,South Africa,Southern Africa,1998.0,1990s,orgc
28.536389,-22.041111,3.0,Surface,7.5,Botswana,Southern Africa,1989.0,1980s,orgc
26.85,-25.08028,6.0,Deep,57.5,South Africa,Southern Africa,1981.0,1980s,orgc
29.04167,-26.47222,7.0,Deep,55.5,South Africa,Southern Africa,1976.0,1970s,orgc
29.12,-25.86,5.0,Deep,64.5,South Africa,Southern Africa,1976.0,1970s,orgc
18.42833,-32.04917,1.9,Surface,15.0,South Africa,Southern Africa,1985.0,1980s,orgc
16.633333,-23.225,1.6,Deep,52.5,Namibia,Southern Africa,1973.0,1970s,orgc
27.00333,-26.39333,6.0,Deep,69.0,South Africa,Southern Africa,1977.0,1970s,orgc
32.25,-26.467,4.7,Deep,101.5,Mozambique,Eastern Africa,1992.0,1990s,orgc
30.62,-23.31667,8.8,Mid,36.0,South Africa,Southern Africa,1993.0,1990s,orgc
18.36222,-32.58917,1.0,Deep,95.0,South Africa,Southern Africa,1974.0,1970s,orgc
32.0208,-25.9555,8.7,Deep,72.5,Mozambique,Eastern Africa,1962.0,1960s,orgc
27.82333,-26.78667,3.0,Surface,20.0,South Africa,Southern Africa,1977.0,1970s,orgc
26.55333,-27.17,1.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,orgc
24.205556,-24.418889,2.0,Mid,35.0,Botswana,Southern Africa,1988.0,1980s,orgc
18.4331,-26.4194,2.5,Surface,10.0,Namibia,Southern Africa,2000.0,2000s,orgc
26.8,-23.066667,2.3,Deep,61.5,Botswana,Southern Africa,1970.0,1970s,orgc
24.56,-28.13,5.0,Surface,10.0,South Africa,Southern Africa,1974.0,1970s,orgc
21.908611,-34.055,25.0,Surface,10.0,South Africa,Southern Africa,1979.0,1970s,orgc
30.1,-23.71667,10.0,Deep,55.0,South Africa,Southern Africa,1974.0,1970s,orgc
27.038889,-22.909167,4.0,Mid,45.0,Botswana,Southern Africa,1982.0,1980s,orgc
30.3333,-29.3333,10.0,Deep,70.0,South Africa,Southern Africa,1975.0,1970s,orgc
22.50667,-26.71333,1.0,Deep,65.0,South Africa,Southern Africa,1973.0,1970s,orgc
27.2683334,-23.2900008999999,3.8,Mid,23.0,Botswana,Southern Africa,1986.0,1980s,orgc
27.64333,-26.14667,3.0,Mid,45.0,South Africa,Southern Africa,1977.0,1970s,orgc
18.44722,-33.00528,1.0,Mid,40.0,South Africa,Southern Africa,1977.0,1970s,orgc
29.266667,-29.466667,1.2,Deep,152.0,Lesotho,Southern Africa,1982.0,1980s,orgc
30.3,-24.6,2.0,Deep,82.5,South Africa,Southern Africa,1977.0,1970s,orgc
26.561111,-23.111111,5.0,Surface,9.0,Botswana,Southern Africa,1986.0,1980s,orgc
23.056389,-34.008611,1.0,Deep,105.0,South Africa,Southern Africa,1976.0,1970s,orgc
27.233333,-29.816667,6.3,Deep,64.5,Lesotho,Southern Africa,1982.0,1980s,orgc
22.82639,-30.22278,2.8,Surface,10.0,South Africa,Southern Africa,1991.0,1990s,orgc
31.603,-26.457,2.5,Deep,120.0,Swaziland,Southern Africa,1993.0,1990s,orgc
22.95,-28.97667,2.0,Mid,22.5,South Africa,Southern Africa,1974.0,1970s,orgc
